speaker_id,line_num,line_str
310,18,We're ready.
310,19,"Okay. So again, classroom norms that we have been practicing throughout the school year. So the first thing is respect. Can anyone tell me what respect is? Yes. Jayla."
310,20,"Um, yeah, it means like, um, being nice and letting other people talk and don't interrupt and stuff. Like, uh,"
310,21,Yeah. Thank you Jayla. And did you guys show me that respect while I was speaking?
310,22,"Hmm. Well, um, I guess so. But you know what? I saw the, um, new Marvel movies this summer and they were so good. Did you guys see the Marvel movies? Emily, did you see it? Because it was so good. I saw it two times. Can"
310,23,"We discuss that during recess? I'll, I'll love to discuss Marvel with you cuz I also like it, but not right now. Okay."
310,24,"Oh, okay. Okay, teacher, sorry."
310,25,"Um, okay, so the first norm is, again, being respectful. The second norm, um, is communication. So you guys need to ask help when needed and use me as a resource. Like I'm the best resource. I know how, yes, Emily."
310,26,"Um, I just wanted to say like, with, um, the respect, it should like, include like, not running, not touching other people's things."
310,27,"Thank you. That's a great point. Uh, thank you for bringing that up. Um, yes. Uh, we, we have to be respectful with each other and with other things."
310,28,"Hi, Mina. Do we have a book report? Did you do it? It's June today or not? I don't, no,"
310,29,"We, Nina, we're we're talking right now and it's really okay. Respectful for you guys to have side conversations when I'm speaking again."
310,30,"Okay. A teacher,"
310,31,"You're not showing respect. Remember that respect is a big value in our school, and you must,"
310,32,"This is, this is so boring. Why are we doing this again?"
310,33,"Okay, Jayla, if, if you think this is boring, then you can speak to me right after your class. We are doing this"
310,34,Because
310,35,"This is an important, um, values and norms that you need to follow. Okay? Not only in school, but in life."
310,36,"All right? And simulation. Uh,"
311,0,"Start, begin simulation."
311,1,"Hi class. Um, today we're"
311,2,"Gonna, hi."
311,3,"Today we're going to be talking about our classroom norms. Um, the first thing we wanna make sure we're doing in our classroom is being kind. Do all of you know what that looks like in a classroom?"
311,4,"Um, yeah, I do. And I also think we should have a norm of no cell phones."
311,5,"Oh, that's a great idea, Carlos. Thank you. I agree. I think we should have no cell phones in our classroom. <laugh>. Um, does anyone else have any norms they want to add?"
311,6,"Sit up. I am sitting up. Mina, you need to pay to pay attention to the teacher. William. I'm paying attention. Mina. Shush. Stop. My gosh. Why keep me about it?"
311,7,"Um, could you guys, um, sorry, could you guys, um, let's get back to our conversation. Um, Mina and Will, do you have any classroom norms you wanna add to the list?"
311,8,"Oh my gosh. I'm, is"
311,9,Everything okay?
311,10,"Yeah, I just got a text from my mom."
311,11,"Aw. Um, was it something important?"
311,12,No ma'am. It's okay.
311,13,"Oh, okay. Great. Thank you. Um, so if that's the case, would you mind, um, putting your phone on silent for now and putting it away?"
311,14,Tired. I stayed up too late last night.
311,15,"Oh, well, I'm sorry. You're tired. I know. That's rough. Um, maybe we can take a quick break after we finish podcast."
311,16,"Okay. Next one. I, I'm like, sorry, sorry."
311,17,"Okay, thank you. Um, so the next storm is to be respectful of everyone in the classroom."
311,18,"Are you gonna jump today after school? Are you gonna go, Emily? I dunno. Um, I gotta check with my mom. I'm coming to your birthday party. Oh, cool you guys. Yeah, but I, let's go to jump today guys. What, please."
311,19,"Hi students. Um, would you guys mind just holding off on other conversations until we finish Assumption? Mm-hmm."
311,20,<affirmative>? Mm-hmm.
311,21,"<affirmative>? Mm-hmm. <affirmative>. Thank you. Yep. So that kind of brings us to the next norm. Um, listen and try to, um, be quiet when other people are speaking. Oh, thank you for raising your hand. Jayla, do you have a question?"
311,22,"Yes. Nope. I got one though. I got a norm that like, everybody needs to focus."
311,23,That's a great one. Thank you for that. We'll add that to the list.
311,24,"Speaking of focus, I saw the new Marvel movies, um, this summer. I saw 'em each like twice. Has anybody seen them? They're awesome. Anybody? Hello? Did you see new Marvel movies?"
311,25,"The Marvel movies are awesome. Um, but let's talk about the Marvel movies later. Let's stay on track here and finish. Um, any other norms that anyone wants to add? No. Um, yes. Emily,"
311,26,"Did we say, um, respect other people's space for one of our norms?"
311,27,"Oh, that is a really good one. Thank you Emily. Okay. When we're in this classroom, let's all remember to respect each other's space. Mm-hmm. <affirmative>. Um, so just imagine you have a bubble around you, and don't get close to anyone else's bubble either, especially if they don't want you to."
311,28,"Did you do the book report? Um, is that due today? Will me a little, yeah, but I think I forgot."
311,29,"Uh, will, um, we can talk about the book report later. It's okay if you haven't finished it. Let's finish."
311,30,Okay. Sorry.
311,31,"Oh, that's okay. Um, are there any last classroom norms anyone wants to add?"
311,32,"This is, this is boring. Why are we doing this again?"
311,33,"Um, we're doing this so we can all feel, um, safe and happy in the classroom and so we can all learn. Um,"
311,34,"Okay,"
311,35,"We're almost done. Just wanna make sure we have everything, all of our norms on the list. Um, does anyone want to go over what we decided so far? Does anyone remember all of the norms?"
311,36,"Uh, some of 'em maybe."
311,37,"Oh, do you wanna talk up?"
311,38,Okay. End simulation. Thank you.
312,0,Begin simulation.
312,1,Hi everyone. How are you?
312,2,"Hi, teacher. Good,"
312,3,Good. Did everyone have a good vacation?
312,4,Mm-hmm. <affirmative>? Mm-hmm. <affirmative>. Mm-hmm. <affirmative>. Yeah. Yeah.
312,5,"Well, I'm excited to hear all about your Slater, but we need to remember our classroom norms. Does anyone remember?"
312,6,"Oh, um, I think we had one. Um, or I think we should have one that we don't have any cell phones in the classroom."
312,7,"Yeah, I agree. We need to have our cell phones away in our backpack. That's a good one, Carlos. So I have three major ones that we're gonna go over again. You guys ready?"
312,8,Mm-hmm. <affirmative>.
312,9,Yeah. Okay. Number one. Mm-hmm. <affirmative>. Respect. So we need to respect our classroom space. That means we're not gonna
312,10,"Sit up. Oh,"
312,11,I'm sitting up.
312,12,Yeah.
312,13,"Do you remember what I just said? So we need focus, respect, which brings into our active listening skills. Does anyone remember what active listening is? No."
312,14,It's listen to teacher.
312,15,"Right? Good job, Emily. So active listening."
312,16,"Sending. So,"
312,17,"Oh, that's okay. We can figure it out later. So remember, active listening is when we listen to our peers send"
312,18,Text.
312,19,"Oh, Evelyn, remember we said we have to put our phones away. Can you put your phone away please?"
312,20,Oops. Okay. Yes.
312,21,Okay. So active listening is when we listen to our peers.
312,22,I stayed up too late last night sleeping.
312,23,You did well. Can you stay? And then we can talk about that later.
312,24,Okay. Okay.
312,25,"Hey. Okay. Yeah. I know vacation is hard to come back, but we're at school now, so that's good. Okay."
312,26,"Hey Emily, are you gonna go to jump after school today? Emily. Jayla."
312,27,Jayla.
312,28,"Um, yeah. Emily go the, I'm coming to your party"
312,29,Guys. We're Emily.
312,30,"Okay. Yeah. Sorry, teacher. Sounds"
312,31,Fun. That sounds fun. But we're in the school right now to focus on here. So remember we went over respect.
312,32,"I know,"
312,33,"I know, right? Vacation's fun. But we're back in school. So we have respect, active listening, and then we need to stay in our fit. Oh, yes. Jayla."
312,34,"Oh, I had a norm."
312,35,"Oh, what's your norm?"
312,36,"Um, everybody, um, needs to take turns talking. No interrupting."
312,37,"Yeah, that's a good idea. So that ties back into our class. Active listening. So everyone gets to talk and everyone gets to listen. Mm-hmm. <affirmative>. And then focus on what they're saying so they're able to respond when it's their turn. And then, so remember, I"
312,38,Thanks guys. I saw the Iron Man movies this somewhere. They were so good. Did anybody else see Iron Man? I saw them twice. Did you see it?
312,39,"I did not see it, but I'm so excited to hear about it later. Why don't we talk about it at recess when that's later on."
312,40,"Oh, okay. Okay, teacher."
312,41,"Great. So let's go back to our last one. The stay in our area seat and only use materials when instructed. Yes, Emily?"
312,42,"Um, I have one. Yeah. I think that, um,"
312,43,"Everybody should, um, like respect everybody else's space around them. Like what? Running and touching other people's stuff."
312,44,"That's a good, I I like your that norm. That's very good. Awesome. Thanks. Yeah. So does anyone have any other questions about norms or, I need to go over them again."
312,45,"Hey, Mina, did you, is our book report due today? I dunno if I, um, if I put it my backpack. I'm not sure. I dunno. Will did not book report. Did you do yours?"
312,46,"Will, do you have a question?"
312,47,"Oh, no, sorry. No."
312,48,"Okay. Well, if you ever have a question, remember raise your hand and then I will actively listen to your question and then respond."
312,49,"Oh, this is, this is boring. Why are we doing this again?"
312,50,"Well, because we were on vacation, you guys might have forgotten how our classroom works."
312,51,"Yeah, okay."
312,52,"I know, I know. We'll do some more fun lessons later, but this is important."
312,53,Okay.
312,54,"Let's see. Are there any other norms that we can think of? So we have respect, active listening. Oh,"
312,55,And simulation.
313,0,"Weekend simulation. Hi, teacher."
313,1,Hi. How was everyone's vacation?
313,2,"Good. Good,"
313,3,Good. I'm glad you all had a good vacation. So today we're gonna be talking about our norms for our class. Do y'all remember us talking about norms before?
313,4,Oh
313,5,Yeah. I think we should have one where we don't have any cell phones in the classroom.
313,6,"Yeah, that's a good one. Carlos. I agree. They can be a big distraction, right?"
313,7,Mm-hmm.
313,8,<affirmative>. I agree. All right. So we had three norms that we talked about.
313,9,Sit
313,10,"Up straight,"
313,11,"Sit up,"
313,12,Listen to this.
313,13,I am
313,14,"Nina. Remember, our first norm actually is listen to the speaker. Mm-hmm. <affirmative>, make sure you're listening to the person speak. If it's me, if it's your classmate, it's good to be respectful and listen to the speaker. So thank you. You're doing a great job. Thank you so much. So that was one. Number two is to keep your hands to yourself. Do we remember this one? Sorry. Of okay."
313,15,Sending you text. I forgot something.
313,16,Emily. Something.
313,17,"Oh,"
313,18,Forgot.
313,19,"Oh, okay. Um, can we look at that later after we talk about our norms? I can help you out with that. Okay. So our second one was to keep your hands to yourself. There's a lot of people in the classroom. Sometimes"
313,20,Stayed up too late last night. I'm
313,21,"Stayed up too late. Will, I'm so sorry. I'll give you a little bit of a break later. I, I know how that feels. And the last one, our third norm is others, how you want to be treated. So if you want someone to be kind to you and be nice to you, you should be kind and nice to others. Right? Do we remember that one?"
313,22,Mm-hmm. <affirmative>. Yeah.
313,23,Good. That's all of the three norms. Does anyone have any questions or maybe some that they would like to add?
313,24,"Hey, Emily, are you gonna go to jump today after school?"
313,25,"I dunno. I, I'm not sure. Hey,"
313,26,Emily? After school?
313,27,Yeah.
313,28,"So I hope,"
313,29,Yeah. Oh yeah.
313,30,Does anyone else wanna share something fun that they're doing?
313,31,"Um, I got a norm. If you want one. Please"
313,32,Do. I would love to
313,33,"Hear your, think that, um, like everybody needs to focus."
313,34,"Focus. Yes. That's a good one. I will add that to our list. I love that one. Focusing is so important. And that goes with listening to the speaker. I think keeping focus on the speaker. That's great. Thank you, Jayla."
313,35,Mm-hmm. <affirmative>.
313,36,Anyone else wanna
313,37,Share? You're welcome.
313,38,Thank you.
313,39,"Well, I have something to share. I saw, I just saw the Ironman movie this summer. I saw it twice. Did anybody else? It was so cool. Will, did you see it?"
313,40,"I didn't see it, no. Did anyone else see the Ironman movie? Nobody else? Mm-hmm. <affirmative>. That's exciting. Carlos, was it good? You saw it twice. It must have been good, right?"
313,41,"Yeah, it was super great. I love the, um, I love the Marvel movies. Mm-hmm."
313,42,<affirmative> good. That's great. Anyone else wanna share? Yes. Emily?
313,43,"Everyone else's space? Like you don't run around. No. Touching other people's face,"
313,44,"That kinda stuff? Yes. That's a great one. That goes with number two. Keep your hands to yourself. Maybe we can add to that and say, keep your hands to yourself and off of other's space too. That's great. Emily, thank you so much."
313,45,"Mina. Mina. Is our book report due today? Will did you William? I'm not sure I, yeah, I mean, I didn't know."
313,46,"Well, I'm sorry. Can we focus back on the speaker? Did y'all have anything that you wanted to share?"
313,47,"No, ma'am."
313,48,Okay. Thank you so much. I think that's all of our norms. Y'all did a great job. Thank you for sharing. And thank you for coming up with some great norms.
313,49,"Uh, well, yeah. Uh, this is so boring. Why are we doing this again?"
313,50,"Well, you know, Jayla, we were just on vacation and we need to get back into the school mode, right? When you're on vacation, you're not thinking about school. We act. We wanna be focused on how we act in school, right?"
313,51,"Yeah, for sure. Teacher. Sure."
313,52,Thank you asking.
313,53,You're welcome and simulate.
314,0,Good morning.
314,1,Sorry about that. Hello?
314,2,"Hey, good morning everybody."
314,3,Hello. Hi.
314,4,"How is your vacation, Dale? How was your vacation?"
314,5,It was all right. It was all right.
314,6,"Well, good, good. That's good to hear. Well, today we're gonna be talking about classroom norms. Remember what our sit out are"
314,7,Norms are sitting.
314,8,Could you tell me pay norms?
314,9,"Oh, I trying to pay attention. Classroom norms are like, uh, rules. The rules."
314,10,"Okay. Rules. And will, is there anything else you'd like to add to Mina's definition?"
314,11,"Um, the other, I guess rules You follow? Mm-hmm."
314,12,"<affirmative>. Yeah. Rules you follow? So, does anyone remember any of our classroom norms?"
314,13,"Um, oh, go dear. I'm"
314,14,Sorry. Do you remember
314,15,Sending me a text? <laugh>. Wonder.
314,16,"I forgot. Phones away during school, please. Thank you."
314,17,Sorry. Sorry.
314,18,Did you remember anything about our norms?
314,19,"Um, well, uh, showing up on's a good one, baby."
314,20,That's a great one. How about listening? Can anyone tell me what listening looks like in the classroom?
314,21,"Um, uh, oh, dear. Sorry. Sorry,"
314,22,Bill.
314,23,"Sorry. Sorry about that. Hmm. Oh, tired. Sorry."
314,24,"All right. Okay. Getting up. Carl, how do we, how do we show listening? Will,"
314,25,"Sorry, I'm sorry. I'm sorry. I, uh, I stayed up too late <laugh> last night. Oh, I understand. Really? Awake. I'm sorry. Sorry about that."
314,26,"No problem. Do you remember anything about what, how we show listening? You"
314,27,Gonna come to my birthday?
314,28,"Everyone? Let's remember to be listening to Will as he gives his response. Will, do you have anything to share?"
314,29,"Um, uh, uh, I guess like, don't fall asleep in class."
314,30,"Don't fall asleep in class. That's a good first step. What else might, what might show a classmate? That"
314,31,Sounds good.
314,32,"What else might show a classmate that we're listening to them? Carlos, do you have any ideas?"
314,33,"Um, I think everybody, you know, being quiet, um, when they're supposed to and like letting one person, um, talk at once is good. I"
314,34,"Think that's great point. Thank you Carlos for that. Yeah. So one of the important things that we, how we show listening is by when someone else is talking, we are quiet. Mm-hmm. <affirmative> and way when we can hear what they have to say. And then when it's time for us to talk, we can share and everyone else will listen to us. Right? Right. That's a big one. How about participating?"
314,35,"Oh, oh, you know what? I just wanted to mention. I just saw Ironman over the weekend and like, it really lived up to the hype. I don't know why."
314,36,"Oh, that's awesome, Carlos. Thanks for sharing that. Let's continue our problem discussion norms right now and actually leading into a really great"
314,37,Marvel movies.
314,38,"How, what does it look like for us to stay on task?"
314,39,"Um,"
314,40,"Emily, do you have something to share? Go ahead."
314,41,"So all your stuff ready, like you're reading done and"
314,42,"Yeah. You're bringing up bringing, not being,"
314,43,"Um, devices and, and or running or touching"
314,44,"People's things. Good. That's good. So not doing something that we're not supposed to be doing during class, like being on our phones. That's right. And making sure that we're not making, doing anything disruptive, like running or touching other people during class. That brings us off task. And when we're in class, we're on, we're on task. Cuz we need to learn. That's great. How about collaboration? Does anyone tell me what collaboration"
314,45,"Looks, looks like in class today?"
314,46,"Hey, will."
314,47,"Yeah. I'm sorry. I was just asking. Um, um, thanks"
314,48,"For asking, but now is a time when we're all talking together, so let's stay focused on the whole class."
314,49,Okay.
314,50,"Can, can anyone tell me what collaboration looks like in the class? Nina, do you have an idea?"
314,51,"Well,"
314,52,"When we're working with our friend, with our other student, it's"
314,53,Boring. Why are we
314,54,"Doing this? Oh, why are we doing this? That's a great question. Mm-hmm. <affirmative>. Cause when we e established our classroom norms, we are establishing the way that we respect each other and work well together. That's really important for all of us to feel comfortable, huh?"
314,55,"Yeah, yeah. No, no, no. I hear you. Makes"
314,56,"Sense. Yeah. We all wanna be comfortable in classrooms. So when you're working with someone else, how do you want them to act around you?"
314,57,"Um hmm. Lemme think. Uh, well I guess like I would Alright, end simulation. Uh,"
315,0,So we will begin simulation.
315,1,Good morning everyone.
315,2,Hi there.
315,3,How's everyone doing today?
315,4,Hey Kate. How are you?
315,5,"I'm doing well. Cool. Um, so let's get started and review some norms. I know many of you are excited. Um, we just came from back for vacation. Um, yeah. So let's talk about respect and listening, uh, to each other and listening to me. Um mm-hmm. <affirmative>, what does that mean to each of you?"
315,6,"Snap. I'm sitting up. What do not paying attention. Oh, I'm sorry. Paying a, I'm sorry. Sorry. All right."
315,7,"Nina, do you have, um, something you wanna say? Oh,"
315,8,"No, I was just trying to get,"
315,9,"Oh, okay. That's fine. What about you, Emily?"
315,10,"Oh, oh, no, I'm sorry. Oh, my mom is sending me a text. Oh, I wonder if I forgot something in home."
315,11,"Oh, okay. I hope everything's okay."
315,12,"Oh, yeah, yeah. I'm sorry. Sorry. Okay. Okay. Everything's good. Everything's good. Sorry about that."
315,13,"Perfect. What about, um, you Jayla, what does respect mean to you?"
315,14,"Um, um, I think means, uh, paying attention, uh, when someone's talking maybe?"
315,15,"Yeah. Well, are you feeling a little tired?"
315,16,"Oh, oh, I'm sorry. I'm sorry. Oh, sorry. I stayed up too late last night. I was watching, it was on YouTube Regional. Sorry. Right honor."
315,17,"Okay. Let's get, let's refocus."
315,18,Okay. Sorry. I'm sorry. Sorry.
315,19,"No, that's fine. Um, I get that, um, everyone's excited to see each other again. Mm-hmm. <affirmative>. But, um, let's also talk about, um, hand raising. Cuz many of you, like, it's been a while since it's been in the classroom, but just remember if you have an idea you wanna share to raise your hand and then, you know, Jayla, you have a question. Oh,"
315,20,"Yeah. I was just thinking for a, um, a good norm would be, uh, she got on time and, uh, yeah. Yeah. Just kind of being ready to go, you know, at the beginning of class, stuff like that."
315,21,Yeah. That's a good norm. Hmm. Have another norm.
315,22,"Um, oh, oh, I just wanted to say I saw, finally saw Iron Man, uh, this weekend. I knew him like 10 years late, but it was so awesome. So awesome. Awesome."
315,23,Okay.
315,24,"Really cool. I love those Marvel movies, so I'm just kinda getting hooked as you can say. Yeah. <laugh>. So,"
315,25,Okay. Does anyone have another norm they wanna address?
315,26,"Um,"
315,27,"Yeah, Emily."
315,28,"Yeah. Um, I think it's good to be respectful, uh, people's space and, uh, you know, maybe not to run or touch other people's things. You know, just kinda give people, um, space."
315,29,"Yeah. No, that's excellent, excellent point. Yeah. It's important that we're mindful of each other's space and we don't intrude on another person's face."
315,30,"Oh, yeah. Oh, oh. Um, Mina, did we have anything due today? No, please. Came back from vacation."
315,31,"Will I, Mina?"
315,32,"Oh, I'm sorry. I was just worried about I, for some reason I thought something was due today, but, but it's the first day back from vacation, right? Yeah's fine."
315,33,"Yes. But it's important. It's important and we're respectful. Okay. So you can talk about, about that during break"
315,34,Or Gotcha.
315,35,Okay.
315,36,"This is, um, boring. Well, why are we doing this again?"
315,37,"Well, Jayla um, we're covering this because it's been a while since we've been in the classroom and it's important to watch on these topics once again."
315,38,Okay. Okay. Just checking. Sorry. That's
315,39,Fine.
315,40,Hmm.
315,41,"Uh, that the norms. Um, does anyone have you wanna add?"
315,42,"Um hmm. Lemme think. Um, all right, well that, that's it. Uh, thank."
316,0,Begin simulation. Hi teacher.
316,1,Hi.
316,2,How was your vacation?
316,3,It was great. How was y'all's?
316,4,Good.
316,5,"Good,"
316,6,"Good, good."
316,7,Mm-hmm. <affirmative>.
316,8,"Awesome. Well, we're gonna go over some classroom norms today for the rest of the year. Does that sound like a plan?"
316,9,"Oh yeah. I mean, and um, I think we should have one of, uh, no cell phones."
316,10,"That's a great one, Carlos. Yeah, we can definitely add that. Do y'all have any other suggestions?"
316,11,"Yeah,"
316,12,You need to sit up straight. Sit up straight. I am sitting up straight.
316,13,Sh
316,14,"You need to pay attention. You need to pay attention. Will, are you listening"
316,15,To me?
316,16,I am listening. Nina. Quiet.
316,17,"Hey Will. Nina, let's focus on the task we have at hand, okay?"
316,18,Okay. Teacher.
316,19,"Yeah. So some other, um, classroom norms that I was thinking besides Carlos mentioning no cell phones. What about respecting others, whether they're space or their opinions? Does that sound like a good one to add?"
316,20,Sending text. Oops.
316,21,"What she wants got something at her, I think."
316,22,"Mm-hmm. <affirmative>. Oh,"
316,23,She's texting
316,24,Me again.
316,25,My mom is sending me a
316,26,Text.
316,27,"Oh no. Well, Emily, let's phone away. Okay. And let's, it's all good. What about following directions the first time"
316,28,"I stayed up too late last night, I'm sleeping."
316,29,"Oh, no. Well, well let's keep on focus on the task at hand. Okay? Okay."
316,30,And
316,31,Then maybe we can have a brain break later.
316,32,"Hey Emily, are you gonna go to jump today?"
316,33,"Um, I dunno, but I definitely"
316,34,Coming to your birthday
316,35,Party.
316,36,"Okay, good. Well, I'll tell my mom you're gonna come, but let's go to jump, um, if we can. Yeah. Hey, Kayla, up there. Come meet at the flag pole."
316,37,Let's talk about classroom norms. Okay. We'll have another option where we can talk to Emily later.
316,38,Okay.
316,39,<laugh>. And then why don't we only talk when we're allowed? Does that sound like a great plan?
316,40,"Mm-hmm. <affirmative>,"
316,41,"We can keep on, keep focused. Yeah. Mm-hmm. <affirmative>. And then do y'all have any others that y'all like, that y'all would like to add to our classroom rules and norms?"
316,42,"Um,"
316,43,"Yeah. Jayla,"
316,44,Did we say everybody's got a focus? Did we say focus?
316,45,"Yeah, that, that's a great one. We can always get focused on the task at hand so we get through all the learning activities that we're gonna do. That's a great one. Does anybody else have one that they'd like to add? Yeah, Emily."
316,46,"Um, I think should people's not touching other people's things,"
316,47,"That kinda stuff. Yeah. Yeah. Absolutely. Definitely. Those are great ones. Do y'all have any others? No. Okay. Well I have a few more. So why don't we always be prepared for class? Okay. So if we have a homework assignment that we're gonna do, we need to do it before we come to class so you can actively participate."
316,48,Mm-hmm. <affirmative>. Mm-hmm. <affirmative>.
316,49,"Yeah. That's a great one. And then I guess a last one that we have, um, besides being kind to your neighbor and respecting their space and their opinions is just having fun. Mm-hmm. <affirmative>."
316,50,Oh yeah. Can I have?
316,51,"Yeah, absolutely. Okay. Well thank y'all so much for helping"
316,52,"Me, Mina. Oh, do you, um, do we have a book report due today? Is it due today or not? I dunno. Will, we're supposed to be listening now."
316,53,"Hey, will, I"
316,54,Forgot my book report? Yeah. Hey.
316,55,"Hey, will, we're focusing on our classroom norms right now. Okay. If you have a question, got your report, come talk to me later. Okay."
316,56,"No, I got a norm. Um, everybody has to come prepare."
316,57,"Yeah, that's a great one. Okay, well thank y'all so much. If y'all don't have any more, um, suggestions,"
316,58,This is boring. Why are we doing this again?
316,59,"Because it's important to have classroom rules and norms cuz if we don't, then the classroom won't function properly. So that's why we're doing"
316,60,That's
316,61,"Good. Yeah. But we're, but if teacher, if nobody else has any other suggestions, then thank you so much for participating, creating your classroom room norms with me."
316,62,Okay. All right.
317,0,Begin simulation.
317,1,All right. Hi everyone. Welcome back from vacation. I am sure you were very
317,2,Hi.
317,3,To be back. Yes. Mm-hmm.
317,4,<affirmative>. Mm-hmm.
317,5,"<affirmative>. All right. Mm-hmm. <affirmative>, we are going over classroom norms, so I need your eyes and ears and heart over here on me, please. That's one of our be respectful norms, if you remember. That's how we show that we're actively listening and engaged. Can someone remind me if I'm actively listening and I'm engaged, should I be talking to my neighbor?"
317,6,"Um, no, but I wanted to suggest a norm of no cell phones."
317,7,"No cell phones. That would be a good one, Carlos, because you remembered that. To be respectful, we need to be engaged and on our cell phone. That's not me being engaged, is it?"
317,8,You need to sit up. I'm sitting up.
317,9,"Nina, do you have another you"
317,10,To pay attention?
317,11,I'm up here.
317,12,Hi.
317,13,"Did you have a wanted, um, remind our friends about?"
317,14,No. No. Sorry.
317,15,"No. Okay. Um, do you reremember, maybe you can tell me what does being prepared in the classroom look like?"
317,16,"Uh, well, that's just when you have your planner, your homework, all your stuff that you were supposed to bring and backpack and you bring it to school."
317,17,Yeah. So being prepared. Looks like having what? I need my pencil. I might come to the small group. People
317,18,With pencil.
317,19,I got a text.
317,20,My mom sending me a text.
317,21,"Emily,"
317,22,I forgot something at home.
317,23,"Emily, what's going on?"
317,24,I got a text from my mom.
317,25,You got a text from your mom? I think it can wait. Do you think it can wait?
317,26,Yes. Sorry.
317,27,"Yeah, that's, but you remembered like, yeah, I have this text. It seems really important, but I know that being respectful looks like waiting, so I'm gonna wait until"
317,28,I'm tired. I stayed up too late last night.
317,29,"All right. Another one of our norms is to be safe. Will, do you think that you could help me out and remind me, what does being safe look like in the classroom?"
317,30,"Being safe. Uh, sitting in your chair? Yeah."
317,31,"Safe would be sitting in your chair as opposed to maybe like standing on your chair. That would probably not be safe. Jayla, do you have another way you can remind me? Leslie?"
317,32,"Emily, are you going to jump tomorrow with me? Um, we're gonna meet there after school. Um, I'm not sure I can ask my mom. Well, lemme know if you're gonna Yeah, yeah,"
317,33,Yeah. I wanted to ask if you had a way that you could remind us how we can be safe in the classroom.
317,34,"Um, everybody stay focused."
317,35,"Yep. Staying focused. You know, it would be a great time if I had something I really, really, really wanted to ask. I might write it down so that I can remember. Oh, I'm being focused. Mm-hmm. <affirmative>. But I wanna remind myself to ask someone this thing after we're done. Mm-hmm. <affirmative>, right? Mm-hmm."
317,36,"<affirmative>. Yeah. Hmm. Uh,"
317,37,"So I've hit on being prepared, being safe. Being respectful. Does anyone else raise your hand if you have another norm that I've maybe forgotten that you would think would be a great norm to add to our list?"
317,38,"Guys, I saw the, um, Ironman movies, um, yesterday. Ah, that was so cool. They're so good. Did anybody else see the Ironman movies? I love Marvel comics. Hmm."
317,39,"Carlos, I think that you, you're hitting on some kind of idea, Carlos. I think that you're trying to say that maybe if you have something you want to share that we're talking about, everyone needs to listen so that they can understand what you're trying to say. Right?"
317,40,"Um, maybe I was talking about the Marvel movies, actually."
317,41,"Yeah, I know. And I would really love to hear that later. But what I noticed was that if you really wanted to share somebody, you really want someone else to hear you. Right. So it's really important as one of our norms. Emily, I'll get you in a second. It's really important as one of our norms to listen to what the other person's saying, right. With your eyes and your ears and your heart. Yes, Emily. Gosh."
317,42,"To be respectful of people's space, like you're running, touching other people's stuff,"
317,43,"That's an awesome norm, Emily. Being safe and being respectful is, you know, keeping your your hands to yourself. Yes. Remember friends, remember being respectful is listening to the person who's talking. And right now, that's me. All right? Mm-hmm. <affirmative> my turn. Thank you. So Emily was saying to be safe with our hands and with our stuff and with our space. Maybe not running in the classroom, maybe not shuffling."
317,44,"Oh, this is, this is so boring. Why are we doing this again?"
317,45,"We're doing this because you're right. Sometimes it is really boring and we gotta get through some boring stuff before we get to fun stuff. If you've ever ridden on a rollercoaster, they tell you like keep your hands and feet and you really don't wanna hear that. Maybe that's the boring part of the ride. But in order to have fun, we need to set some norms. Right? Well, that's why we're doing this."
317,46,And simulation.
318,0,Begin simulation.
318,1,Hey everybody. How's it going today?
318,2,"Good, good."
318,3,How was your break? Did you have a nice time off?
318,4,Yeah. Pretty good. Mm-hmm. <affirmative>. Good. Good. Mm-hmm. <affirmative>.
318,5,"That's great to hear. Yeah, I had a nice time away too. It was very relaxing."
318,6,Good.
318,7,"So we're back in class and we've had some time away from each other. So, um, before we get started with our day, I just wanna spend a few minutes talking about, um, you know, some of the things that we've been working on the first part of this year, and just making sure we're following rules for safety and courtesy."
318,8,"Oh, we should definitely have a, a rule that we don't have any cell phones."
318,9,"No cell phones. I think that's a great rule. That's a very good rule. Thanks Carlos. Anyone else? Um, if you can raise your hand and tell me"
318,10,"Another rule. Sit up straight. Pay attention. I'm Nina. Leave me alone. No, but you're not listening. I'm listening. Nina, leave me"
318,11,"Alone. Nina. Nina, can I see your eyes up here? Nina? Hey, how are you? Can you come up with a, can you come up with a rule that we should all try to follow?"
318,12,We should all pay attention.
318,13,"Yeah, I think that is a great rule. Let's pay attention. And, um, related to that, um, will, can you think of any another I"
318,14,Got a text. Carlos. I got a text from
318,15,"My Oh, Emily. Emily. I'd love to hear from Will, can you pause for a moment?"
318,16,My mom sent me a text. Maybe I forgot something at home.
318,17,"Well, I think Carlos already shared a great rule, which was no cell phones in class. But also I want to hear from Will. So let's, let's all listen to Will"
318,18,They stayed up too late last night? I'm
318,19,"Tired. Oh, I was up late too. Will, but we all have to be ready for school and be ready to learn. All right. Well, I would love to share a rule that I have, and that is one around safety. So as we're moving around the classroom, that means no running or no pushing. Does that sound like a good rule? We can all follow"
318,20,"Up. I'm like, are you gonna come to jump tomorrow? Um,"
318,21,Jayla? Yeah. Did you hear what I was I did you hear? I was just talking. Did you hear the rule that I shared?
318,22,"Uh, no. I'm sorry."
318,23,"No. Well, I'll say it once more, but I want you to listen carefully. Okay?"
318,24,Okay.
